id	airline	tweet	label
33424	VirginAmerica	@Wildaboutmusic @VirginAmerica Can't wait to see ya! #YOKConcert	1
116829	JetBlue	Dear @JetBlue can we leave early so I can get on the plane and sleep? Kthx. &lt;3	0
78046	VirginAmerica	Disaster averted. Lost laptop on @VirginAmerica flight. They found it. They are rockstars and I am truly luckyâ€¦	1
47597	SouthWest	Had to take a non-Southwest airline today for the first time in years. Didn't realize I'd miss you this much @SouthwestAir	1
121000	United	@drewmichael @kylekinane @united the status of the flight was delayed up until last minute when it wasn't delayed and the flight left ontime	0
159602	United	Seriously assholes?! SERIOUSLY?! What the fuck is wrong with you people... @united http://t.co/vZ6loiJAOv	0
111286	SouthWest	Really confused why my @SouthwestAir flight ISN'T cancelled yet into DCA. It's the capital of snow city there! #impatient #stayingorleaving	0
87387	American	@AmericanAir Known issue with booking US Airways flights on http://t.co/tgRNIjNKwI is a waste of your customers' time. Please fix this!	0
59832	SouthWest	On delayed @southwestair flight 658 from LAX to DAL and I grabbed my guitar to entertain the crowd.â€¦ http://t.co/gkRssSTQPp	1
43582	American	@AmericanAir @ananavarro You always sound like a Pro, using those miles. Screaming might help!	1
103163	Delta	@tperkins @DeltaAssist @Delta Problems will come up and no airline is exempt!	1
21241	American	@AmericanAir flt 3114 on Tarmac  please hold 110!  It's our 30th wedding anniversary. Gotta make the plane!!!	1
10942	SouthWest	@SouthwestAir - flight from bwi to stl has been sitting at the gate trying to leave for an hour! :/	0
151970	American	Oh @AmericanAir we promise to try hard not to cheat on u again after today See u Friday &amp; next week! Bring on the #triathlon season #travel	1
134937	American	Shout out to @AmericanAir for no longer shipping shark fins! ðŸŽ‰ðŸŽ‰ #savethesharks	1
83222	JetBlue	@JetBlue LOVES cancelling flights!! Get me home to NY please!!	0
95289	JetBlue	".@JetBlue hold music is ""dreaming with a broken heart"" and ummm &lt;/3"	1
135002	United	@united... 2nd upgrade today - UA1135 -but the delay kinda ruined the moment.	1
166318	American	@CMPunk @AmericanAir @British_Airways have never disappointed me Ã°Å¸â€™ÂªÃ°Å¸ÂÂ¼	1
119949	Delta	@DeltaAssist Been on hold for 45 minutes trying to reschedule/refund a late flight but I guess at least consistency?	0
10262	JetBlue	@breagrant @jetblue its the one that smells like fresh baked cookies :)	1
127744	SouthWest	First world problems... Check-in for my @SouthwestAir flight opened 5 minutes after my yoga class started so I was 55 mins late checking in.	1
15800	American	Just had yet another bad experience on @AmericanAir. Makes me wonder what my gold status is actually worth. @United looks better every day.	0
143797	SouthWest	@SouthwestAir WN3661 MDW to BWI was cancelled. Will this affect WN3661 BWI to LIT? Looked like MDW origin was a 733 and BWI origin is 737	0
76958	United	@united can wait for luggage but not people for flights. Customer service fail.	0
127008	United	@United 1 lax club closed, 1 full. No customer service.	0
114328	American	@AmericanAir  Your flight today was horrible. Bad service, small seats, flight delayed, nickel and dime for everything, ugh.... Help me!	0
108324	American	.@AmericanAir AA 3674 switched gates but no email notification. screen @ old gate doesn't indicate change. Also has wrong boarding time. F-	0
167248	AlaskaAir	@AlaskaAir turned an overnight delay and exhausting trip into a positive customer service experience. Thank you!	1
168108	Delta	@DeltaAssist Have been on hold with reservations for an hour. Need to change flight in two hours. Pls help.	0
22695	SouthWest	@southwestair is having an insane sale. Who wants to travel? So far, me and vanessanflores are goingâ€¦ http://t.co/j5KHjjXlNX	1
73089	American	@AmericanAir Your Baggage Customer Service desk sucks just as bad as your flight service. 3 times they've hung up on me #IWantARefund	0
76379	American	"@USAirways Two delayed flights bc ""maintenance"". Missed connection. Now stuck in PHX for 5 hrs. Regretting that @AmericanAir  credit card."	0
153226	AlaskaAir	I left my 3DS on a plane last week. I'm mostly upset about losing my Pokemon. Holding out faint hope for @AlaskaAir to find it.	1
64383	United	Hello @United, this wait for baggage from UA #1667 Denver-Newark is grotesquely unacceptable.	0
172278	United	@QuranWeekly @united  Too many bigots in America.  I was raised in Idaho. Worse than Alabama.	1
21021	AlaskaAir	Waiting for the plane http://t.co/rViIhMcR3O @AlaskaAir heading home to LA	1
149504	United	@united why 15 people deep waiting to get into redcarpet club EWR really slow check in http://t.co/QkeZyds3l9	0
62983	JetBlue	Huge thank you to Toylin (BOS) and Llana (BWI) for helping me track down a couple lost items in the today.  Thank you @JetBlue!	1
85317	JetBlue	Adventures in @JetBlue today. Flight cancelled yesterday; now delayed 2.5 hours a day later. No crew. Missing work; can't educate the youth	0
71001	United	"@joelmartinez @united You're telling me. Might I advise everyone to never fly through United nor purchase bogus ""Cancellation Insurance"""	0
123735	American	@misterbasic @JenSelter @AmericanAir looks like she forgot to switch accounts http://t.co/AYVF0JoYka	1
106499	American	On again a #fail on #goingforgreat on @AmericanAir .... 100+ bags so far and not a premium tag to be found. #loyaltybeingchallenged	0
10688	United	This is why you suck @united!!! 3 mins before we are to start boarding you change the fucking gateâ€¦ http://t.co/yv1kO8A4ij	0
135843	United	@united I am on the phone trying to get a flight changed and the employee is so rude. There is a discrepancy btw price hes saying vs online	0
96519	AlaskaAir	@mikesairways @FlySJC Honestly, I don't think I have had a bad @AlaskaAir agent anywhere. #iflyalaska	1
22686	United	Missed @united #travel #connection; big silver lining 5* airside Tx with Rhonda and Reggie from #GS http://t.co/SCfzgBdUIY	1
6021	SouthWest	@SouthwestAir when are the internships for summer 2015 posted? Or did I already miss them? ðŸ˜”	1
145992	AlaskaAir	@AlaskaAir Hi - I have an issue on an upcoming flight. Can you guys follow me so I can DM information pls?	1
167619	Delta	So now we're indefinitely stuck at @SAVHHIairport. This is after weather diversion from ATL 5 hours ago. Please send new crew @DeltaAssist!	0
131092	American	@AmericanAir My friend @bigjondaniel says you can help answer a question about no-fee flight change after a cancelled flight.	1
29685	United	Unexpected benefits of weather cancelled flight yesterday. 1 more run along SF Bay, shore bird watching, 1st class upgrade today. @united	1
69688	Delta	@DeniseVlogs @DeltaAssist @Delta Get your Shit together Delta ...	0
10902	United	@united flight 420 to ROC boarded with no pilots and no A/C. If I did that to my dog in a car, I go to jail. UAL does it with no problem.	0
165622	SouthWest	Not loving @SouthwestAir at the mo. 9 people pulled off to reduce weight due to a fuel line problem. Everyone missing connections.	0
67526	JetBlue	@Hertz 7 days since my claim and I have not a response. I require only reverse U$468 that I was forced to buy with lies. @JetBlue Help!	0
58030	SouthWest	@aebennett @SouthwestAir I have the same problem. But luckily, I still manage to get a front row seat because no one else wants the middle.	1
171837	Delta	@DeltaAssist terrible service no one answers phone!!	0
102848	United	.@United Airlines issues warning to pilots #travel http://t.co/UCExDk0cqy	1
106882	American	@AmericanAir 0-2. Continue to cancel flights when others still fly. Makes flying Delta a no brainier. #noservice	0
21123	VirginAmerica	@tsykoduk I love @TripIt &amp; ride sharing services like @Uber/@Lyft are awesome _ never had the pleasure of @Kimpton @VirginAmerica	1
114978	American	@rolandsmartin @AmericanAir Roland you're always sharp so we excuse you this one time!Ã°Å¸Ëœâ€š	1
52173	American	@rakeshlobster @AmericanAir .  Oh you poor thing.  Douchbag.	1
71865	American	@AmericanAir what a joke. Every time there's always something. Delays, plane issues, changing gates, etc. #NeverAgain	0
21683	American	@AmericanAir horrible airline, hang up the man's coat! Anything less than termination for that flying waitress is unacceptable.	0
85733	JetBlue	@JetBlue I just talked to Julie who was super helpful and helped fixed my problem! RSW bound on the 28th!	1
2318	American	@AmericanAir Sorry to bother you. But for my reservation GWFKGS, what is my baggage allowance? I'm a AA Platinum. Air Berlin's web-p is bad!	1
128725	SouthWest	@cyrusk @SouthwestAir won't judge your prior irresponsible airline choices, but will accept u with open arms. #AList	1
151991	American	Noticia sobre American Airlines @AmericanAir y ponen foto de un 787 de United @united  #FAIL https://t.co/znYybGtshW	1
103566	United	@jmspool @united You more than most should know the need for redundancies and short-term solutions. Fixing poor #UX doesn't happen overnight	0
165236	JetBlue	@JetBlue please explain your standby process and prioritization. Do employees and their friends come before ppl who have been waiting 2 days	0
85205	SouthWest	@AmericanAir cramped flights, terrible customer service, awful rewards (a #trifecta!) Oh - and @VirginAmerica, @southwestair, and @united	0
93612	Delta	â€œ@DeltaAssist: @Brocantr0 Hi Nick! Have you spoke to our Baggage Service team to set up a delayed baggage claim?  *SBâ€ they were angels tyâ¤ï¸	0
37849	JetBlue	Another step into the obscurity of the competition; best thing about @JetBlue used to be differentiation. I project $400m of lost revenue...	1
87665	United	"""@KingBach: This flight attendant on @united airlines is extremely rude. Shoulda flown @Delta âœˆï¸"""	0
68619	AlaskaAir	@AlaskaAir I can't really explain in 129 characters, but thanks for asking. On hold now.	1
95218	American	I'm counting on you @AmericanAir to NOT cancel my flight tomorrow. No snow, but it's supposed to be negative 17.	1
156219	Delta	@DeltaAssist Can I cancel my flight through this tweet	1
96266	JetBlue	@JedediahBila @JetBlue @united how long have you been waiting for liftoff?	1
119635	American	"delay 2+ hrs bc high hydraulic fluid in plane from JFK where ""it is colder than in SF""...has @AmericanAir never flown from NY to SF before?"	0
47801	JetBlue	@JetBlue we are on our way back to the east coast SFO-BOS. This guy can't wait for the snacks! http://t.co/UscODUgeeu	1
13326	American	@AmericanAir Howdy!  Stuck on plane for an hour now, and concerned we'll miss Flight 2209 to OC.  Any chance its takeoff will be delayed??	0
87504	SouthWest	@iChrisLehman @SouthwestAir Oh I am so mad! Are Yesenia and kids ok? Do they need anything?	1
7221	American	Hey @VirginAmerica, we @AmericanAir serve chips and cookies in first on #BOSLAX flights leaving after 8pm. What's on your late menu?!?	1
7644	United	Waiting on a late plane again.....ahhhhh @united.   You seem to be channeling USAir!	0
136826	JetBlue	Can't wait for the Mint experience to San Francisco in two weeks. @JetBlue	1
33076	American	"@AmericanAir a complete circus at Vegas airport. Now delayed over an hour on plane due to ""waiting for paperwork"" before taking off."	0
87696	JetBlue	Oh poor @DicDonohue . This guy needs some good Karma her is a HERO!! @JetBlue	1
76342	SouthWest	@JetBlue @SouthwestAir  doesn't have an issue. The app for the Nexus 6 was working within the first week.	1
64561	United	@united I could never purchase it. The flight attendant said it their server was down.	0
46969	JetBlue	@JetBlue Here are our Top 5 Roadtrip Apps You Can't Leave Without - http://t.co/udIu3sKjk8 plz retweet.	1
134349	VirginAmerica	@VirginAmerica site's not working! :( cc @feesh @emilazy @nieto @danielayele	0
48733	American	@AmericanAir y'all need to get your shit together at Dallas. canceling flights &amp; having only ONE person work the desk.	0
98619	United	@united Estimated wait time for customer service: 35 minutes.	1
13538	JetBlue	@JetBlue @justplaneray #Raytiring thank you for inspiring us Ray! Safe travels from BQN, PSE &amp; SJU! We will miss you! http://t.co/llozb1h0yA	1
114234	American	@AmericanAir Can I get a response on the customer complaint filed ? Its been more than a week. rfrnc id 1-3017203953	0
69391	United	Seriously @united I understand aircraft changes but moving a 1K from first to a middle seat is unacceptable.	0
134066	SouthWest	Always the best experiencing flying @SouthwestAir. Seriously people, if you're not flying them you're missing out.	1
45975	AlaskaAir	Tomorrows Rookie post is all about an @Delta flyer doing a switch to @AlaskaAir - is it a good idea or to credit to AS &amp; fly DL? #FACTS	1
119662	JetBlue	@JetBlue any chance flight 714 DFW - BOS will be delayed again? Is it weather related?	1
128129	Delta	@DeltaAssist on hold for an hour and a half to add a minor travel companion....	0
63392	AlaskaAir	I am sad since I might be losing my @AlaskaAir MVP status today	1
40251	Delta	@DeltaAssist Had not had the chance to do so yet. But the problem likely could have been fixed overnight if reported before.	1
105496	American	@AmericanAir I have been holding on the phone for over 2hr 30mins waiting for someone to speak to. My am flight to Dallas was canceled.	0
165082	United	My @united flight to LA had no electricity for passengers. My flight home has mechanical issues. Seems like it's time for improvement.	0
144360	JetBlue	@tyleroakley @obviouslyava @JetBlue You only RTed this because of the Legally Blonde reference don't lie	1
75965	SouthWest	On @SouthwestAir direct flight to Nashville from @30AFest. A plane full of musicians w/guitars in cabin,no problem. #makingitwork #thankyou	1
28276	American	@AmericanAir fuck you Motherfuker	0
52356	United	Seriously .@united GET YOUR SHIT TOGETHER	0
123685	American	Seems @AmericanAir felt so bad about canceling my flight they needed to apologize... by robocalling me at 6:30am on a Saturday, 2 days later	0
32150	SouthWest	@SouthwestAir i need ur help! yesterday there was a deal for$73. had to wait for my check&amp; missed, now there to much to afford :( #3tickets	1
156452	VirginAmerica	@davrolm this is precisely a main reason why I switched from @AmericanAir  to @VirginAmerica. Oh the entertainment, seat service is nice too	1
145590	United	@united No, I wish I did b/c he came up to me when he saw me waiting &amp; he have my info to Ms. Colon.	1
7574	VirginAmerica	Dear @VirginAmerica they're flight attendants not runway models. Would it kill them to crack a smile or pretend they cared? #underwhelmed	0
19770	JetBlue	@JetBlue what is up with flight 499 out of lga..friend stuck at airport with no explanation	0
91294	SouthWest	If you're traveling this weekend, check your flight status. @SouthwestAir issues travel advisory to BOS, LGA &amp; more. http://t.co/FShmfMPaxr	1
51338	United	@united Never reserved a seat via twitter! Tnx for prompt response! Now if u can hook me up with a #lieflat seat, i'll be forever loyal ;)	1
155041	AlaskaAir	@Ca_Metzger @maudie43 Oh my cats! Even better and better. We're on @AlaskaAir when we leave for #PDX. Air Canada has great reputation.	1
154707	JetBlue	@CaraRobbo @garywilliamsGC @JetBlue @THEPLAYERSChamp @LPGA How can GolfChannel be so good and NBC suck so hard?	1
75478	United	Dreamt that I got $2500 in @united vouchers.. so waking up really sucked	1
12750	United	Why does @united continue to torment people on hold with vilest version of Rhapsody in Blue ever recorded? #gershwinshouldsue	0
35332	American	Last minute trip. Off to #Houston! @AmericanAir	1
100771	Delta	@DeltaAssist tried to purchase upgrade to F twice on phone and web...mysterious errors both times. No longer purchasing upgrade	0
6567	United	"@united my day?my whole""holiday""is ruined cuz all the appointments I had were cancelled because of my delay.and that was WHY I came here for"	0
32238	American	"@AmericanAir  Missing 20+ segments from the ""new"" American to my advantage account. Months have passed How to fix? EXP requal close"	1
30780	United	The @united app saved my day. Last minute move from 23D to 11A   on an Embrarer. I'll take no recline over lavatory smell any day.	1
167158	American	Shout out to @AmericanAir attendant John on flight 2476 from BDL to MIA for exceptional customer service to kick start our honeymoon!	1
160049	United	"@united is it still possible to be upgraded via RPU if there are ""RN0 and R0"" class seats on a flight? What if one of those people cancel?"	1
157587	United	@united That does not mean they are not way to damn high. Making excuses does not make you better. Corps like you do not care about anyone.	0
94135	JetBlue	@JetBlue Sorry, what do you mean by DM. Happy to share details of tonight's really crappy experience.	0
21592	AlaskaAir	@AirlineReporter @AlaskaAir no issues	1
137996	JetBlue	Fly @JetBlue to #JFKAirport (@NY_NJairports) layover for 2 1/2 hrs, then fly onto @fly_SAV and wait 2 hrs for shuttle to @FLETC1.	1
152215	American	I guess I'm switching from @Delta to @AmericanAir today. I hope I'll still get my  bags @Delta @DeltaAssist	1
37310	United	@united get my issue??	0
114250	American	@AmericanAir @USAirways both suck. Was delayed to destination, which made our bag arrive late. Now our departure flights is delayed 4 hours	0
57375	American	@Num1HandsomeBoy @AmericanAir wait are you coming to see me???????	1
107976	VirginAmerica	@VirginAtlantic @DeltaAssist just returned from USA vacation &amp; 7 flights with u guys #fantasticservice.@VirginAmerica terrible! #weakestlink	1
147616	United	@Delta @united @AlaskaAir can anyone help get my stranded friends from SLC to YYC? They need a medical procedure done and their car broke!	1
136447	Delta	@deltaassist need some help as flight got cancelled. Can I DM? itinerary GIP4UX	0
55140	SouthWest	Why is @SouthwestAir delaying my flight home!!' Ã°Å¸ËœÂ­Ã°Å¸ËœÂ­Ã°Å¸ËœÂ­Ã°Å¸ËœÂ­	0
44223	VirginAmerica	Customer service over the phone is never fun, but David at @VirginAmerica was super helpful! _	1
135192	AlaskaAir	@AlaskaAir ...shame on you @alaskaair	0
92253	JetBlue	Thank You @DavidJBarger for being such a great boss! At @JetBlue we will miss you! Many blessings in your future! http://t.co/1a7k0ouDBT	1
135688	United	So @united  - you said DM you with details and wait a couple of days. I've done both. Care to DM me back?	0
35694	JetBlue	@JetBlue You should be ashamed of your gate agent at FLL this AM. He has been mean and obnoxious to every customer he has seen. #FLL	0
112488	United	@united I'm being offered a different flight, but do I want to wait another 5 hours on top of the 2 of delays that caused this? #waitformeee	0
80033	American	@mboute @AmericanAir this nonsense needs to stop ! @AmericanAir needs to show us respect #Haiti	0
152272	United	UA1274 was delayed and caused us to miss all flights to Aukland. The only compensation we get is a room and $14 in meal vouchers? @united	0
8771	United	@united one of your ground stewardess in HNL failed to listen when we said our final destination was YYZ and now our carry-on check-in is ..	0
35547	Delta	@michellevisage @Delta @DeltaAssist I think Michelle may have got her hair stuck in the overhead compartment...?	0
82722	United	@NotCommonFacts @JetBlue such a shitty company fly @united	0
44517	JetBlue	@JetBlue He was on the phones. He knew exactly what to say and resolved my issue with great ease. Thank you again!	1
98283	AlaskaAir	After almost 20k miles flying with @AlaskaAir this year I'm so glad I switched to them! #IFlyAlaska	1
61615	United	@united I hope u treat your human passengers better than your pet passengers. Never using your airline again. #UnitedAirlines #animalcruelty	0
32341	AlaskaAir	@AlaskaAir - email sent Re #MileagePlan #MVP #Fail	1
81917	SouthWest	â€œ@3GPCurtisMktMan: @SouthwestAir @LumiaUS my fitbit is gone I just hit 250 miles. Sad night tonight!!â€oh no! My clip on one fell off at CESðŸ˜­	1
154009	SouthWest	@SouthwestAir are folks allowed to buy priority seating and then save 5 exit row seats for their travel mates? Seems unfair.	0
30197	American	At #LAX waiting to board flight to Reno for@Amerijet conference. @AmericanAir	1
135536	VirginAmerica	Ready for my LAX to FLL fight! Hate florida but love @VirginAmerica ! #RichardBranson is the man!	1
139078	AlaskaAir	@YahooNews @AlaskaAir How does a worker gets trapped inside the cargo area?	1
12077	JetBlue	@JetBlue you're taking me to Maine tomorrow I can't wait!	1
124845	SouthWest	@SouthwestAir I held for 20 minutes, spoke with a rep who said she would change my reservation &amp; has put me on hold for another 20 mins	0
161731	Delta	@FuzzyGolf @DeltaAssist @airlivenet I believe circled first at LHR, then missed approach, then 7700 to get priority.. i dont have the map	1
155716	United	@ABC It appears @united employees have a fear of autism.	0
170134	SouthWest	@SouthwestAir reported that there are 21 cancellations and all flights have been delayed. For more info, please contact the airline.	1
83588	JetBlue	Brasil, because I've never been and like to go.  @JetBlue #FlyingItForward	1
162844	American	Except when their jacked up codeshare arrangement with @AmericanAir for award travel screws up my Sundays haha https://t.co/EpIiiEgpNb	0
129952	SouthWest	@SouthwestAir destination #Miami  Only when you leave the nest Can the team perform at its best... #LimerickoftheWeek http://t.co/ZybaItdpmE	1
98009	JetBlue	A huge THANK YOU to Tracie at the @JetBlue desk in Las Vegas. Amazing customer service - kept her cool while we lost ours ;)	1
86800	SouthWest	@SouthwestAir waited 15 mins to speak to a representative over the phone only to have the call w/ rep last less than 1 min. What a shame.	0
45860	JetBlue	@ejbrooks Hope @jetblue stands their ground @MatthewLush. They made the right call. I hate when fellow gays play the cute card like this.	1
102077	VirginAmerica	@WSJ PEOPLE OF EARTH: Go forth and fly Spirit Airlines if you must. You need never fight me for a ticket. @United @Delta @VirginAmerica	1
33213	United	@united all these people waiting for their luggage for an hour now flt 1577 from IAH to ORD help! http://t.co/8PoZwzHdqG	0
84003	JetBlue	Thank you @jetblue for totally destroying my luggage tag I've had for 5 years and was immaculate and in perfect shape until I flew with you.	0
26816	SouthWest	Goodbye Florida. You will be missed. Back home to Wisconsin and the cold.. @SouthwestAir	1
23401	VirginAmerica	@VirginAmerica any time guys! This broke college student accepts free flights. Lol :)	1
81210	JetBlue	NY Blizzard 2015. Most disappointing forecast ever @JetBlue  Sorry for the mess &amp; so much disturbance.	1
88270	American	@AmericanAir Still no response to a complaint lodged in December. How can I complain about complaints!?	0
110612	SouthWest	@SouthwestAir Is it possible to get $ back or credit if we have to cancel a flight less than 24hrs in advance due to an injury?	1
56345	United	Flying with @united today has been such a nightmare that I never want to fly again.	0
63530	American	. @AmericanAir is THE WOST airline EVER! Delayed flights, had to beg for the 1st class I PAID FOR. LOST MY BAG. I hate u guys NEVER AGAIN	0
98606	SouthWest	@SouthwestAir how can I check to see if my flight to NYC is delayed or cancelled for this Tuesday?	1
144715	Delta	Really unimpressed with @Delta today. Delayed flight 1698 ATL-ORF. No communication, rude, unprofessional. @DeltaAssist #nothappy	0
124704	JetBlue	@JetBlue Are other people having problems checking in &amp; getting their boarding passes on the app? I've been trying all day, but not working	0
3254	VirginAmerica	@VirginAmerica Flight 938 had a three hour delay at SFO and now a delay in LAX for a gate. Think I'll go back to @Delta	0
108165	United	"@AmericanAir That # is for @united and they're not answering. :( Filled out a form online. I fear ""black hole"" status."	0
102511	American	@AmericanAir 3478 was deplaned bc of a mechanical malfunction, we were told to wait 2hrs, set up for a backup flight to JFK. Now told (1/2)	0
136672	JetBlue	@JetBlue please explain a two hour delay that came out of nowhere AGAIN http://t.co/vvCXwUB76U	0
138790	American	explanation? because this is disgusting @AmericanAir https://t.co/2vUgkriEov	0
20918	United	Longer odds on a @united flight that's actually on time or mayweather tweeting a losing ticket?	0
30502	United	What do you know, @united another problem with one of your planes. Flt 1158. Four and a half hours last week and now this.	0
137889	American	@AmericanAir serious issues with miscommunications on trip to DC from Tulsa, there will be a customer service contact! #hadtoleaveamanbehind	0
102777	JetBlue	_@JetBlue: @dee_miranda Welcome! We're thrilled to hear this. We can't wait to have you back onboard again!__ April 2nd may have to upgrade	1
26914	VirginAmerica	You know what would be great @VirginAmerica? If you magically upgraded individuals stuck in a row with a couple doing major #PDA.	1
152673	JetBlue	@JetBlue your stock may be soaring for me but you're better off having no tvs rather than broken ones...	0
24221	American	@ohshipp IDK @AmericanAir  WHEN THE HECK ARE WE COMING HOME	0
124488	American	I will avoid flying @AmericanAir anymore. Worst flight delays and customer service I have ever had.	0
29252	Delta	@DeltaAssist I'm missing several miles for returns flights I have taken in last months. Any chance you could share with me email address?	1
89923	JetBlue	@JetBlue What? Another special scheme? If yes I can't wait.	1
111470	American	Figures my @AmericanAir #usairways flight is cancelled and they wont pick up phone and won't let me change it online	0
45947	Delta	@SinaBahram hmm, so sad @DeltaAssist booking next time might be best with another carrier #failToHelp	0
40280	American	@AmericanAir FLT 3327. After delayed departure we sat 20 feet from gate for almost an hour because you had 2 ground crews working 15 gates.	0
127563	American	@AmericanAir can you please tell me what's going on with 1029? I've been on the Tarmac since 4:00PM EST this afternoon.	0
139839	American	@AmericanAir the worst airline Ever!!! I can't believe they did this to my baby and I.	0
141071	VirginAmerica	@VirginAmerica - so sad that people can't buy beers on flights.	1
37615	JetBlue	JetBlue adding bag fees, more seats http://t.co/kiOcPlVOak via @USATODAY @JetBlue not a good move for consumers	0
120690	JetBlue	Never EVER Ã°Å¸â€™Ëœ RT @raymcalmont: I would never cheat on @JetBlue Ã¢ÂÂ¤Ã¯Â¸ÂÃ°Å¸â„¢Â.	0
168499	Delta	@Delta is seriously the worst, someone should sue them for making adverstisements like this @DeltaAssist http://t.co/OOwIfOUq7Y	0
15003	United	Riding on a brand new @united plane!! We waited at the gate for 30 minutes for soap... #shouldalanded	1
16829	United	@GlobeTrotScott @Delta @AmericanAir I think @united wins, in the upset. You can get a chair massage in the S-Class on way to next gate.	1
107919	United	@united I have never been displaced due to mechanical issues and no electricity at the gate. Horrible guest experience	0
91293	SouthWest	@SouthwestAir intentionally damaged both of my checked bags! Skateboard wheels intentionally removed. 2 bag agents said it looks intentional	0
156035	AlaskaAir	Loving my experience with @AlaskaAir now that I know I have to check in earlier. Considering switching  elite status 2 Alaska out of abq	1
39932	JetBlue	@ChrissyCostanza @USAirways I've heard like 3 people say that before soo...I'm just going to assume they're awful. XD you need @JetBlue lol	1
9794	VirginAmerica	@VirginAmerica worst inflight service ever! Not UA low, but an order of magnitude worse than the usual delight I've come to expect. #VX027	0
96884	United	@united never fails, flying FC order ravioli get chicken. Tell the FA she says you should of told me, other people wanted chicken..idiot.	0
10355	JetBlue	Best and Worst Airlines for #FlightDelays http://t.co/RJ3YpqQx0s @United @JetBlue @AmericanAir @TravlandLeisure #vacationplan #businessplan	1
143911	United	Come on @united flight delayed and can't move me to earlier flight that's only 50% booked without fee. That's crazy!!	0
137249	Delta	@DeltaAssist Is the LHR-SEA flight possibly going to be delayed even further?	0
139985	SouthWest	Waiting for @southwestair event to start http://t.co/CJBGLOKxB5	1
170749	United	@united has crappy service and now their racist too #NotMyAmerica	0
151585	SouthWest	@SouthwestAir Hey when will I be able to book flights in November? Been waiting a couple months to book my honeymoon.	0
17907	JetBlue	@JetBlue what happens when you miss your flight?	1
2893	American	Here's a better view of the @AmericanAir 757 in new livery. No WiFi radome :-( http://t.co/j0JAbOpjHm	0
72405	American	#Worst nightmare. Sitting beside the largest man that smells like sweat &amp; beer..There is NO SEATS to move. @AmericanAir. Not your fault.	1
78943	American	Agreed @JohnnyJet: When Airlines Don't Issue Fee Waivers It Becomes A Safety Issue (cough, cough @AmericanAir)  http://t.co/sxhf47RUJX	1
129467	American	"My flight has been delayed because the plane ""needs to clear customs"" (what?). @AmericanAir is impertinent. I blame @andrewdarvin."	0
8073	JetBlue	Are compliance standards being enforced? Why did O2 masks not deploy? Seems like a xAirline issue of poor standards @FAANews @JetBlue	1
116475	American	@TroyBakerVA @AmericanAir You really seem to have bad luck with air travel.	1
157958	United	@united UA maintenance issues strike again. Flt#106 delayed due to mechanical issue. Seems to be the norm rather than the exception lately.	0
5839	SouthWest	Waiting to board @SouthwestAir 4337 to Vegas. The boarding area looks like a zoo.	1
64415	JetBlue	For an industry that's in dire need of a business model shakeup, it's sad to see @JetBlue give up http://t.co/maqrRiLlUk	0
3426	SouthWest	@SouthwestAir Luv it. No longer the ugliest planes in the air!.	1
95516	SouthWest	@SouthwestAir We've been sitting at the gate for two hours waiting for bags to be loaded... I'm telling Herb.	0
14391	SouthWest	@BartCrow @SouthwestAir missed ya too man	1
133980	United	@united  World Peace ... Utopia/illusion? Our body with 85 billion cells! Working together without fear. Substantially existent ..!	1
67266	United	@huck_AB @united that airport sucks the life outta anyone. My last stop there was a two DAY delay!	0
123235	American	Feeling slightly frustrated @AmericanAir Flight out west and after 2 hour delay, first ten rows have bought ALL food on plane!  REALLY???	0
116979	VirginAmerica	@VirginAmerica I would like to thank the Air Marshal for switching seats with my son.  It was a pleasure to fly with you guys.	1
41428	SouthWest	And now I might be stuck in Boston for the holiday?!? PISS OFF @SouthwestAir	0
21000	American	@AmericanAir no problem :)	1
24587	VirginAmerica	@greatdividedsky @VirginAmerica @JetBlue living in Atlanta means I can use @Delta with no problems, ever. #HubCity	1
79340	JetBlue	@JetBlue Tx. On hold for 30+ min. Any other thoughts?	0
86356	Delta	@DeltaAssist this is crazy!! we have been on the runway with no AC for over 2 hours! first a mechanical issue and now you have no start cart	0
7560	United	@MapleMouseMama @AmTourister @united Miss you! http://t.co/ZpeZ7dyAXB	1
20078	JetBlue	no flight feels as good as @JetBlue's _ #spoiledbythebest	1
165265	United	@united airlines sucks. 2 people in first class and they refused to upgrade anyone.	0
47427	AlaskaAir	I find it ironic that we arrived at gate L8. Besides the delay, the flight was great! Awesome crew and smooth ride! #iflyalaska @AlaskaAir	1
64010	AlaskaAir	â€œ@AlaskaAir: @MissVerdict Hi there, no free drinks but they are reasonably priced. -Johnâ€ lies!!! I got a free drink ðŸ˜Ž	0
84803	American	@sorryimalex @AmericanAir wait what about mine?	1
122010	SouthWest	Purchased my @SouthwestAir tickets for Adult Nationals in SLC. Can't wait!! @AdultSk8USFS	1
82509	SouthWest	@SouthwestAir Waited on hold &gt;15 w/ customer service :( What time do I need to arrive @ DTW for a 0555 flight?	0
116788	AlaskaAir	A Better Way To Find The Best Flights And Avoid The Worst Airports http://t.co/PxYBWa3j4G Congrats @FlyPDX and @AlaskaAir on the rank	1
26680	Delta	Please @DeltaAssist don't let flight 1420 leave without me. We just landed! I promise I'll run fast and sing your praises.	1
121355	JetBlue	oh. haha, never mind, my flight was cancelled until tomorrow, good job @jetblue	0
